id,images,text,likes,replies,retweets,quotes,timestamp,url,source_file,source_text_col,comment_text,comment_text_norm,mode,word_count,has_gender_hint,has_stance_hint,has_experience_hint,has_learning_hint,has_change_hint,has_reinforcement_hint,has_action_hint,has_info_hint,has_identity_hint,keep,keep_reason
2023661013309038678,,Hod na Dean different opinions?,2,1,0,0,2026-02-17T07:29:00.000Z,https://x.com/MumoJoel1/status/2023661013309038678,Tweet- There is no amount of .xlsx,text,Hod na Dean different opinions?,hod na dean different opinions?,v2,5,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023687053670555890,,Women gaslighting men. And the truth is stranger than fiction. It will never happen. Kama pesa haiwaweki faithful.,2,0,0,0,2026-02-17T09:12:00.000Z,https://x.com/fizziebaunz/status/2023687053670555890,Tweet- There is no amount of .xlsx,text,Women gaslighting men. And the truth is stranger than fiction. It will never happen. Kama pesa haiwaweki faithful.,women gaslighting men. and the truth is stranger than fiction. it will never happen. kama pesa haiwaweki faithful.,v2,18,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023661844695544220,,Akipatana na kadhaa wanabomoa hio kitu proper ni hivo,2,0,0,0,2026-02-17T07:32:00.000Z,https://x.com/Amjunior77/status/2023661844695544220,Tweet- There is no amount of .xlsx,text,Akipatana na kadhaa wanabomoa hio kitu proper ni hivo,akipatana na kadhaa wanabomoa hio kitu proper ni hivo,v2,9,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
2023665596005503135,,"Your obsession with status and control exposes more about your insecurity than reality.No amount of money, size, or power entitles anyone to loyalty. Reduce your delusions kibe..watu wa boda wengi are married and they are entitled to women just like any other guy",2,0,0,0,2026-02-17T07:47:00.000Z,https://x.com/lincentochieng/status/2023665596005503135,Tweet- There is no amount of .xlsx,text,"Your obsession with status and control exposes more about your insecurity than reality.No amount of money, size, or power entitles anyone to loyalty. Reduce your delusions kibe..watu wa boda wengi are married and they are entitled to women just like any other guy","your obsession with status and control exposes more about your insecurity than reality.no amount of money, size, or power entitles anyone to loyalty. reduce your delusions kibe..watu wa boda wengi are married and they are entitled to women just like any other guy",v2,45,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023760802159935949,,"Amerix is a book nerd, doesn't have much experience in the streets.

Kibe is seasoned in the ways of the streets",1,0,0,0,2026-02-17T14:05:00.000Z,https://x.com/kilow_ke/status/2023760802159935949,Tweet- There is no amount of .xlsx,text,"Amerix is a book nerd, doesn't have much experience in the streets.

Kibe is seasoned in the ways of the streets","amerix is a book nerd, doesn't have much experience in the streets. kibe is seasoned in the ways of the streets",v2,22,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023657554065162519,,ongeza voloyuum by nameless playing🔥🥳,1,0,0,0,2026-02-17T07:15:00.000Z,https://x.com/VincentMbi24022/status/2023657554065162519,Tweet- There is no amount of .xlsx,text,ongeza voloyuum by nameless playing🔥🥳,ongeza voloyuum by nameless playing🔥🥳,v2,5,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023690820151636300,,You don't understand that sex is spiritual. Circled through vibration that if you vibrate correctly you will lock the current flow and nobody can flow on the vibration you created 😂😂,1,3,0,0,2026-02-17T09:27:00.000Z,https://x.com/berith_shaback/status/2023690820151636300,Tweet- There is no amount of .xlsx,text,You don't understand that sex is spiritual. Circled through vibration that if you vibrate correctly you will lock the current flow and nobody can flow on the vibration you created 😂😂,you don't understand that sex is spiritual. circled through vibration that if you vibrate correctly you will lock the current flow and nobody can flow on the vibration you created 😂😂,v2,31,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023709319397511599,,Walimu mnatuchanganya😂,1,0,0,0,2026-02-17T10:41:00.000Z,https://x.com/HunchoLFC/status/2023709319397511599,Tweet- There is no amount of .xlsx,text,Walimu mnatuchanganya😂,walimu mnatuchanganya😂,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023671161784029646,,Mkamba hawezi tulia. 😂 😂,1,0,0,0,2026-02-17T08:09:00.000Z,https://x.com/WebaaleSilah/status/2023671161784029646,Tweet- There is no amount of .xlsx,text,Mkamba hawezi tulia. 😂 😂,mkamba hawezi tulia. 😂 😂,v2,3,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023663267806409068,,Buana sisi kama students we are left stranded 😂,0,0,0,0,2026-02-17T07:38:00.000Z,https://x.com/PervertedSaintt/status/2023663267806409068,Tweet- There is no amount of .xlsx,text,Buana sisi kama students we are left stranded 😂,buana sisi kama students we are left stranded 😂,v2,8,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023659121388433517,,"Shagz kumejaa milayas kushinda tao,,. Only that uko ni kugawa tu for free but kugawa nayo wanagawa excessively.",11,1,0,0,2026-02-17T07:21:00.000Z,https://x.com/ukalimoney/status/2023659121388433517,Tweet- There is no amount of .xlsx,text,"Shagz kumejaa milayas kushinda tao,,. Only that uko ni kugawa tu for free but kugawa nayo wanagawa excessively.","shagz kumejaa milayas kushinda tao,,. only that uko ni kugawa tu for free but kugawa nayo wanagawa excessively.",v2,18,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023663088872911221,,Si hivo saana.,0,1,0,0,2026-02-17T07:37:00.000Z,https://x.com/KINGSXI99/status/2023663088872911221,Tweet- There is no amount of .xlsx,text,Si hivo saana.,si hivo saana.,v2,3,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023675318683230344,,Huko ndo worse. You can easily bag 5 in a day for free. Huku Nairobi ni vile wanauza huko ni free but same traits.,4,1,0,0,2026-02-17T08:26:00.000Z,https://x.com/muriithi_muthii/status/2023675318683230344,Tweet- There is no amount of .xlsx,text,Huko ndo worse. You can easily bag 5 in a day for free. Huku Nairobi ni vile wanauza huko ni free but same traits.,huko ndo worse. you can easily bag 5 in a day for free. huku nairobi ni vile wanauza huko ni free but same traits.,v2,24,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023675907148321010,,😂😂 Noma noma,0,0,0,0,2026-02-17T08:28:00.000Z,https://x.com/KINGSXI99/status/2023675907148321010,Tweet- There is no amount of .xlsx,text,😂😂 Noma noma,😂😂 noma noma,v2,2,False,False,False,False,False,False,False,False,False,False,emoji_or_punct_only
2023675659944350133,,Sasa Shagz ndio watu hubomoana proper.,3,1,0,0,2026-02-17T08:27:00.000Z,https://x.com/KagiriLucas/status/2023675659944350133,Tweet- There is no amount of .xlsx,text,Sasa Shagz ndio watu hubomoana proper.,sasa shagz ndio watu hubomoana proper.,v2,6,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023675942497927493,,😂😂😂,0,0,0,0,2026-02-17T08:28:00.000Z,https://x.com/KINGSXI99/status/2023675942497927493,Tweet- There is no amount of .xlsx,text,😂😂😂,😂😂😂,v2,0,False,False,False,False,False,False,False,False,False,False,emoji_or_punct_only
2023664409415909853,,What has that got with what Kibe has said?,2,1,0,0,2026-02-17T07:42:00.000Z,https://x.com/MakalangaZai/status/2023664409415909853,Tweet- There is no amount of .xlsx,text,What has that got with what Kibe has said?,what has that got with what kibe has said?,v2,9,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023667351749546112,,Try to read the quoted text first before replying.,1,1,0,0,2026-02-17T07:54:00.000Z,https://x.com/KINGSXI99/status/2023667351749546112,Tweet- There is no amount of .xlsx,text,Try to read the quoted text first before replying.,try to read the quoted text first before replying.,v2,9,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023667427515490482,,Uliona dame ule wa shags wa color red uko kwa mrussian,1,1,0,0,2026-02-17T07:54:00.000Z,https://x.com/smonwachira/status/2023667427515490482,Tweet- There is no amount of .xlsx,text,Uliona dame ule wa shags wa color red uko kwa mrussian,uliona dame ule wa shags wa color red uko kwa mrussian,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
2023668110155247803,,"Yeah niliona.
Environment ya mtu  does wonders.",1,0,0,0,2026-02-17T07:57:00.000Z,https://x.com/KINGSXI99/status/2023668110155247803,Tweet- There is no amount of .xlsx,text,"Yeah niliona.
Environment ya mtu  does wonders.",yeah niliona. environment ya mtu does wonders.,v2,7,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023666838823924083,,Hii inaingiliana wapi na kitu kibe amesema?,1,1,0,0,2026-02-17T07:52:00.000Z,https://x.com/Nelly1Kremlin/status/2023666838823924083,Tweet- There is no amount of .xlsx,text,Hii inaingiliana wapi na kitu kibe amesema?,hii inaingiliana wapi na kitu kibe amesema?,v2,7,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023667463313838268,,Soma hio quoted post ya amerix Kwanza ndio utaelewa.,1,0,0,0,2026-02-17T07:54:00.000Z,https://x.com/KINGSXI99/status/2023667463313838268,Tweet- There is no amount of .xlsx,text,Soma hio quoted post ya amerix Kwanza ndio utaelewa.,soma hio quoted post ya amerix kwanza ndio utaelewa.,v2,9,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023771280848130472,,🤣🤣🤣,0,0,0,0,2026-02-17T14:47:00.000Z,https://x.com/kagiajames2/status/2023771280848130472,Tweet- There is no amount of .xlsx,text,🤣🤣🤣,🤣🤣🤣,v2,0,False,False,False,False,False,False,False,False,False,False,emoji_or_punct_only
2023679730549981277,,Umekula stray tukisonga😂😂,1,1,0,0,2026-02-17T08:43:00.000Z,https://x.com/JownieDesigner/status/2023679730549981277,Tweet- There is no amount of .xlsx,text,Umekula stray tukisonga😂😂,umekula stray tukisonga😂😂,v2,3,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023686174049480900,,Nashangaa😂,0,0,0,0,2026-02-17T09:09:00.000Z,https://x.com/ngei18_/status/2023686174049480900,Tweet- There is no amount of .xlsx,text,Nashangaa😂,nashangaa😂,v2,1,False,False,False,False,False,False,False,False,False,False,emoji_or_punct_only
2024044053730390424,,Umetokea wapi,1,1,0,0,2026-02-18T08:51:00.000Z,https://x.com/josphati278/status/2024044053730390424,Tweet- There is no amount of .xlsx,text,Umetokea wapi,umetokea wapi,v2,2,False,False,True,False,False,False,False,False,False,False,too_few_words_v2
2024056384585670761,,Mimi nashangaa,0,0,0,0,2026-02-18T09:40:00.000Z,https://x.com/ngei18_/status/2024056384585670761,Tweet- There is no amount of .xlsx,text,Mimi nashangaa,mimi nashangaa,v2,2,False,False,True,False,False,False,False,False,False,False,too_few_words_v2
2023678984068771864,,You know ball,1,2,0,0,2026-02-17T08:40:00.000Z,https://x.com/ngei18_/status/2023678984068771864,Tweet- There is no amount of .xlsx,text,You know ball,you know ball,v2,3,False,False,False,False,False,False,False,False,False,False,too_few_words_v2
2023684527718085094,,"The realization came after nilitry my all kusatisfy a girl I didn’t even like like that. 
She gaslit me that I didn’t perform well the last time, nilitry foreplay, music etc.Dem hakuwa anarespond ata
Nikachapa my 2 rounds
Then 2 days later ananiblame tena ati sijui kufuck!🤣",1,0,0,0,2026-02-17T09:02:00.000Z,https://x.com/Truthsayer4reel/status/2023684527718085094,Tweet- There is no amount of .xlsx,text,"The realization came after nilitry my all kusatisfy a girl I didn’t even like like that. 
She gaslit me that I didn’t perform well the last time, nilitry foreplay, music etc.Dem hakuwa anarespond ata
Nikachapa my 2 rounds
Then 2 days later ananiblame tena ati sijui kufuck!🤣","the realization came after nilitry my all kusatisfy a girl i didn't even like like that. she gaslit me that i didn't perform well the last time, nilitry foreplay, music etc.dem hakuwa anarespond ata nikachapa my 2 rounds then 2 days later ananiblame tena ati sijui kufuck!🤣",v2,50,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023703297295614320,,Bro Kibe is right.But you don’t have to agree to that right now.Something about Kibe’s teachings is that you experience them yourself then you remember him and his words but after the damage had already been done,3,2,0,0,2026-02-17T10:17:00.000Z,https://x.com/MickyMbeya/status/2023703297295614320,Tweet- There is no amount of .xlsx,text,Bro Kibe is right.But you don’t have to agree to that right now.Something about Kibe’s teachings is that you experience them yourself then you remember him and his words but after the damage had already been done,bro kibe is right.but you don't have to agree to that right now.something about kibe's teachings is that you experience them yourself then you remember him and his words but after the damage had already been done,v2,41,False,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023716220902797818,,"I’ve watched many of Kibe’s clips on YouTube. Either he speaks for content creation, or he has a very shallow understanding of masculinity. Dude gives off incel vibes.",5,2,0,0,2026-02-17T11:08:00.000Z,https://x.com/itsKikuyus/status/2023716220902797818,Tweet- There is no amount of .xlsx,text,"I’ve watched many of Kibe’s clips on YouTube. Either he speaks for content creation, or he has a very shallow understanding of masculinity. Dude gives off incel vibes.","i've watched many of kibe's clips on youtube. either he speaks for content creation, or he has a very shallow understanding of masculinity. dude gives off incel vibes.",v2,30,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023715500132303144,,"""Family-oriented"" na mnakiliwa mabibi hapa nje kama njugu raising kids that are not even yours. Kuwa mpole boss.",1,1,0,0,2026-02-17T11:05:00.000Z,https://x.com/jbkodek/status/2023715500132303144,Tweet- There is no amount of .xlsx,text,"""Family-oriented"" na mnakiliwa mabibi hapa nje kama njugu raising kids that are not even yours. Kuwa mpole boss.","""family-oriented"" na mnakiliwa mabibi hapa nje kama njugu raising kids that are not even yours. kuwa mpole boss.",v2,19,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023685946579747291,,Wote wataghuliwa😂😂🫴,0,0,0,0,2026-02-17T09:08:00.000Z,https://x.com/babakita17/status/2023685946579747291,Tweet- There is no amount of .xlsx,text,Wote wataghuliwa😂😂🫴,wote wataghuliwa😂😂🫴,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023671110856794282,,Tell him🤣🤣🤣finyaa,0,0,0,0,2026-02-17T08:09:00.000Z,https://x.com/Willsmith_kenya/status/2023671110856794282,Tweet- There is no amount of .xlsx,text,Tell him🤣🤣🤣finyaa,tell him🤣🤣🤣finyaa,v2,3,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023727639295361507,,Hehehehe,0,0,0,0,2026-02-17T11:54:00.000Z,https://x.com/ndarasm/status/2023727639295361507,Tweet- There is no amount of .xlsx,text,Hehehehe,hehehehe,v2,1,False,False,False,False,False,False,False,False,False,False,too_few_words_v2
2023727323460104314,,Za Amerix mara ya kwanza ukaa meme then boom! Unakumbuka daktari alisema hii,0,0,0,0,2026-02-17T11:52:00.000Z,https://x.com/SpartanIzoh/status/2023727323460104314,Tweet- There is no amount of .xlsx,text,Za Amerix mara ya kwanza ukaa meme then boom! Unakumbuka daktari alisema hii,za amerix mara ya kwanza ukaa meme then boom! unakumbuka daktari alisema hii,v2,13,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023680386572960195,,who is the malaya...man or woman?,0,0,0,0,2026-02-17T08:46:00.000Z,https://x.com/andrewmwnk/status/2023680386572960195,Tweet- There is no amount of .xlsx,text,who is the malaya...man or woman?,who is the malaya...man or woman?,v2,7,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023667987698356248,,😃😃😃😃🖖,0,0,0,0,2026-02-17T07:57:00.000Z,https://x.com/ondieki_timothy/status/2023667987698356248,Tweet- There is no amount of .xlsx,text,😃😃😃😃🖖,😃😃😃😃🖖,v2,0,False,False,False,False,False,False,False,False,False,False,emoji_or_punct_only
2023682276702273574,,He thought he cooked 😂,0,0,0,0,2026-02-17T08:53:00.000Z,https://x.com/Milia_ele/status/2023682276702273574,Tweet- There is no amount of .xlsx,text,He thought he cooked 😂,he thought he cooked 😂,v2,4,False,False,False,False,False,False,False,False,False,False,emoji_or_punct_only
2023720344373059747,,You are just a weak man living in denial but when reality heats you will remember Kibe like Njugush or Phil,1,0,0,0,2026-02-17T11:25:00.000Z,https://x.com/josephkima7039/status/2023720344373059747,Tweet- There is no amount of .xlsx,text,You are just a weak man living in denial but when reality heats you will remember Kibe like Njugush or Phil,you are just a weak man living in denial but when reality heats you will remember kibe like njugush or phil,v2,21,True,False,True,False,False,False,False,False,False,True,substantive_v2_len
2023771319830008293,,🤣🤣,0,0,0,0,2026-02-17T14:47:00.000Z,https://x.com/kagiajames2/status/2023771319830008293,Tweet- There is no amount of .xlsx,text,🤣🤣,🤣🤣,v2,0,False,False,False,False,False,False,False,False,False,False,emoji_or_punct_only
2024037252305686912,,Wote wako na point though,0,0,0,0,2026-02-18T08:24:00.000Z,https://x.com/ThisIsSeneta/status/2024037252305686912,Tweet- There is no amount of .xlsx,text,Wote wako na point though,wote wako na point though,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
2023676842163450105,,"Wrong, shida mingi za ndoa huletwa na finances.",1,1,1,0,2026-02-17T08:32:00.000Z,https://x.com/kilonzocorp/status/2023676842163450105,Tweet- There is no amount of .xlsx,text,"Wrong, shida mingi za ndoa huletwa na finances.","wrong, shida mingi za ndoa huletwa na finances.",v2,8,False,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023681178923135370,,Maskini hawangekua na mabibi na watoto,1,0,0,0,2026-02-17T08:49:00.000Z,https://x.com/santi_davitso/status/2023681178923135370,Tweet- There is no amount of .xlsx,text,Maskini hawangekua na mabibi na watoto,maskini hawangekua na mabibi na watoto,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
2023664593369768205,,You can never negotiate genuine desire neither can domesticate a zebra,1,1,1,0,2026-02-17T07:43:00.000Z,https://x.com/MakalangaZai/status/2023664593369768205,Tweet- There is no amount of .xlsx,text,You can never negotiate genuine desire neither can domesticate a zebra,you can never negotiate genuine desire neither can domesticate a zebra,v2,11,False,False,True,False,False,False,False,False,False,True,substantive_v2_len
2023667319520563203,,Lakini ukichimba vizuri umepunguza chance,2,1,0,0,2026-02-17T07:54:00.000Z,https://x.com/santi_davitso/status/2023667319520563203,Tweet- There is no amount of .xlsx,text,Lakini ukichimba vizuri umepunguza chance,lakini ukichimba vizuri umepunguza chance,v2,5,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
2023716676680945867,,Most women marry men they didn't want anyway. Trying to fuck your way out of it is useless.,0,0,0,0,2026-02-17T11:10:00.000Z,https://x.com/jbkodek/status/2023716676680945867,Tweet- There is no amount of .xlsx,text,Most women marry men they didn't want anyway. Trying to fuck your way out of it is useless.,most women marry men they didn't want anyway. trying to fuck your way out of it is useless.,v2,19,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023704171359113449,,Some have used 20 inch dildos,1,0,0,0,2026-02-17T10:20:00.000Z,https://x.com/digifox01/status/2023704171359113449,Tweet- There is no amount of .xlsx,text,Some have used 20 inch dildos,some have used 20 inch dildos,v2,6,False,False,True,False,False,False,False,False,False,True,substantive_v2_signal
2023740404105957679,,Ata ukisatisfy haiezi kuwa kila siku...and once you satisfy it becomea the bare minimum,1,0,0,0,2026-02-17T12:44:00.000Z,https://x.com/Nectar901/status/2023740404105957679,Tweet- There is no amount of .xlsx,text,Ata ukisatisfy haiezi kuwa kila siku...and once you satisfy it becomea the bare minimum,ata ukisatisfy haiezi kuwa kila siku...and once you satisfy it becomea the bare minimum,v2,15,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023721120005017785,,"Spiritual manade, just basic biology happening in the body. So you mean hao donkeys when they kulana they are being spiritual. Stop this naivety",0,1,0,0,2026-02-17T11:28:00.000Z,https://x.com/Lorenzoalex_/status/2023721120005017785,Tweet- There is no amount of .xlsx,text,"Spiritual manade, just basic biology happening in the body. So you mean hao donkeys when they kulana they are being spiritual. Stop this naivety","spiritual manade, just basic biology happening in the body. so you mean hao donkeys when they kulana they are being spiritual. stop this naivety",v2,24,True,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
2023799723099123959,,The moment you'll realize your soul and animals aren't the same it's when you'll take back the naivety word. The Man gave the animals names. Animals weren't created in God's image ama were they?,0,1,0,0,2026-02-17T16:40:00.000Z,https://x.com/berith_shaback/status/2023799723099123959,Tweet- There is no amount of .xlsx,text,The moment you'll realize your soul and animals aren't the same it's when you'll take back the naivety word. The Man gave the animals names. Animals weren't created in God's image ama were they?,the moment you'll realize your soul and animals aren't the same it's when you'll take back the naivety word. the man gave the animals names. animals weren't created in god's image ama were they?,v2,40,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023726944530166241,,Rookie thinking.,0,1,0,0,2026-02-17T11:51:00.000Z,https://x.com/TheOfficial1991/status/2023726944530166241,Tweet- There is no amount of .xlsx,text,Rookie thinking.,rookie thinking.,v2,2,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2023716175805640884,,We are slowly learning than most men are naive. Look at this one😂,0,0,0,0,2026-02-17T11:08:00.000Z,https://x.com/jbkodek/status/2023716175805640884,Tweet- There is no amount of .xlsx,text,We are slowly learning than most men are naive. Look at this one😂,we are slowly learning than most men are naive. look at this one😂,v2,13,True,False,True,True,False,False,False,False,False,False,emoji_or_punct_only
